(41996,one-off)
(29356,daily,1 month (s))
(17963,yearly,36 year (s))
(40103,yearly,7 year (s))
(50939,one-off)
(3329,monthly,1 year (s))
(17144,yearly,3 year (s))
(4665,yearly,24 year (s))
(25807,daily,1 month (s))
(29819,monthly,4 month (s))
(38866,monthly,6 year (s))
(5669,yearly,30 year (s))
(12413,monthly,7 year (s))
(20435,yearly,22 year (s))
(40208,yearly,11 year (s))
(30585,daily,0 month (s))
(25346,yearly,37 year (s))
(25544,yearly,13 year (s))
(18101,monthly,3 year (s))
(41809,yearly,12 year (s))
(19169,monthly,2 year (s))
(46451,daily,10day (s))
(4611,one-off)
(56143,monthly,2 year (s))
(52059,monthly,5 year (s))
(44391,monthly,2 year (s))
(56231,daily,1 month (s))
(29244,one-off)
(14096,daily,12day (s))
(52487,one-off)
(11091,monthly,6 year (s))
(53922,monthly,4 year (s))
(14604,daily,1 month (s))
(28946,monthly,4 year (s))
(27807,monthly,1 year (s))
(24270,yearly,17 year (s))
(23320,monthly,6 year (s))
(27895,yearly,12 year (s))
(42477,daily,24day (s))
(48238,monthly,1 year (s))
(47842,monthly,6 year (s))
(46856,one-off)
(5332,monthly,6 year (s))
(31156,monthly,7 year (s))
(41381,yearly,10 year (s))
(12259,daily,1 month (s))
(55837,monthly,6 month (s))
(20201,one-off)
(20760,daily,13day (s))
(34599,one-off)
(47987,daily,5day (s))
(9646,daily,18day (s))
(38919,yearly,17 year (s))
(28548,monthly,5 year (s))
(57045,daily,13day (s))
(20482,daily,15day (s))
(39088,monthly,4 year (s))
(11056,yearly,3 year (s))
(40018,one-off)
(21998,daily,1 month (s))
(4296,yearly,18 year (s))
(36444,one-off)
(6332,monthly,4 year (s))
(55499,monthly,0 year (s))
(45082,yearly,25 year (s))
(27443,monthly,5 year (s))
(37175,daily,1 month (s))
(54936,daily,17day (s))
(3847,monthly,3 year (s))
(55530,yearly,29 year (s))
(15866,yearly,32 year (s))
(34065,one-off)
(49936,one-off)
(51523,daily,3day (s))
(5072,daily,1 month (s))
(19450,daily,1 month (s))
(18396,monthly,6 year (s))
(13064,daily,1 month (s))
(6072,yearly,19 year (s))
(35322,monthly,4 year (s))
(39056,daily,1 month (s))
(39150,yearly,30 year (s))
(33168,yearly,20 year (s))
(34717,yearly,9 year (s))
(37468,monthly,5 year (s))
(17259,yearly,1 year (s))
(32241,monthly,9 month (s))
(34600,yearly,23 year (s))
(4643,one-off)
(34445,yearly,20 year (s))
(16195,yearly,18 year (s))
(5382,monthly,3 year (s))
(42762,daily,1 month (s))
(36293,yearly,39 year (s))
(4637,monthly,5 year (s))
(55715,daily,1 month (s))
(57450,daily,1 month (s))
(15839,one-off)
(48014,monthly,2 year (s))
(5370,daily,20day (s))
(38107,daily,1 month (s))
(42367,daily,14day (s))
(25733,daily,1 month (s))
(40453,monthly,4 year (s))
(46383,daily,1 month (s))
(19477,yearly,4 year (s))
(31554,one-off)
(33917,monthly,3 year (s))
(32636,daily,0 month (s))
(3605,daily,24day (s))
(40211,yearly,14 year (s))
(54852,daily,14day (s))
(9067,one-off)
(14314,daily,21day (s))
(26390,monthly,1 year (s))
(5515,one-off)
(36653,yearly,24 year (s))
(15048,yearly,23 year (s))
(34146,monthly,2 year (s))
(41151,monthly,5 year (s))
(44267,yearly,5 year (s))
(55652,monthly,4 month (s))
(58026,monthly,1 year (s))
(51281,yearly,5 year (s))
(26633,monthly,4 year (s))
(46437,yearly,17 year (s))
(15665,yearly,26 year (s))
(47626,daily,21day (s))
(20725,yearly,7 year (s))
(11536,monthly,1 year (s))
(53121,monthly,4 year (s))
(57734,yearly,7 year (s))
(56658,yearly,21 year (s))
(24858,one-off)
(26517,one-off)
(25589,one-off)
(56007,yearly,17 year (s))
(56626,yearly,24 year (s))
(10952,one-off)
(8339,yearly,9 year (s))
(32242,monthly,1 year (s))
(4211,one-off)
(55458,monthly,8 month (s))
(47545,yearly,23 year (s))
(13731,monthly,2 year (s))
(55959,yearly,20 year (s))
(19925,monthly,6 year (s))
(38120,daily,1 month (s))
(47725,one-off)
(34742,monthly,5 year (s))
(40333,daily,0 month (s))
(16723,yearly,24 year (s))
(6984,daily,20day (s))
(8307,monthly,3 year (s))
(54812,yearly,22 year (s))
(48550,one-off)
(31730,one-off)
(40036,one-off)
(16272,monthly,5 year (s))
(6197,yearly,35 year (s))
(29575,monthly,2 year (s))
(7460,daily,25day (s))
(42523,yearly,17 year (s))
(37779,daily,19day (s))
(40124,yearly,8 year (s))
(16282,monthly,5 year (s))
(43083,monthly,4 year (s))
(9659,yearly,30 year (s))
(36936,daily,7day (s))
(33569,yearly,19 year (s))
(21767,yearly,47 year (s))
(52990,yearly,8 year (s))
(33075,yearly,7 year (s))
(49842,monthly,5 year (s))
(38545,yearly,29 year (s))
(47532,daily,13day (s))
(15562,daily,1 month (s))
(32596,monthly,3 year (s))
(32806,yearly,16 year (s))
(21731,monthly,1 year (s))
(41677,one-off)
(13825,yearly,30 year (s))
(27778,daily,1 month (s))
(46564,daily,1 month (s))
(45558,yearly,21 year (s))
(57624,yearly,31 year (s))
(20791,daily,1 month (s))
(44694,one-off)
(53355,one-off)
(50739,monthly,1 year (s))
(32053,one-off)
(14248,monthly,4 year (s))
(34777,daily,1 month (s))
(48156,yearly,4 year (s))
(54403,one-off)
(48658,monthly,6 year (s))
(22535,yearly,15 year (s))
(30882,yearly,11 year (s))
(53532,monthly,3 year (s))
(22690,monthly,5 year (s))
(49128,monthly,7 year (s))
(47500,yearly,17 year (s))
(37935,daily,16day (s))
(25033,one-off)
(11100,monthly,7 year (s))
(17958,monthly,5 year (s))
(53416,yearly,24 year (s))
(50937,daily,0 month (s))
(21810,yearly,6 year (s))
(24183,monthly,1 year (s))
(15859,yearly,9 year (s))
(13970,one-off)
(46811,daily,11day (s))
(4787,yearly,6 year (s))
(35653,monthly,7 year (s))
(38610,yearly,6 month (s))
(33778,yearly,21 year (s))
(52050,daily,23day (s))
(4185,monthly,3 year (s))
(44037,yearly,26 year (s))
(52246,yearly,17 year (s))
(12300,daily,19day (s))
(17075,yearly,6 year (s))
(29124,monthly,2 year (s))
(9966,monthly,1 year (s))
(33533,daily,1 month (s))
(12945,yearly,7 year (s))
(21450,yearly,17 year (s))
(19357,daily,1 month (s))
(40107,yearly,24 year (s))
(7828,monthly,4 month (s))
(53159,daily,5day (s))
(18174,one-off)
(57309,monthly,6 year (s))
(57891,yearly,3 year (s))
(30848,monthly,3 year (s))
(39822,monthly,1 year (s))
(18175,daily,22day (s))
(38359,monthly,2 year (s))
(17971,yearly,12 year (s))
(37277,yearly,14 year (s))
(3774,one-off)
(3810,yearly,20 year (s))
(5484,yearly,14 year (s))
(24309,one-off)
(19516,monthly,3 year (s))
(8297,one-off)
(9004,monthly,5 year (s))
(5887,daily,7day (s))
(29823,monthly,1 year (s))
(13119,monthly,1 year (s))
(45922,yearly,6 year (s))
(38514,yearly,7 year (s))
(6256,daily,4day (s))
(49323,yearly,5 year (s))
(28189,yearly,11 year (s))
(28407,yearly,24 year (s))
(20442,one-off)
(6421,monthly,1 year (s))
(38997,monthly,3 year (s))
(23837,yearly,28 year (s))
(32498,yearly,26 year (s))
(52802,daily,1 month (s))
(12765,yearly,45 year (s))
(43909,yearly,17 year (s))
(3524,one-off)
(32323,monthly,4 year (s))
(19457,yearly,32 year (s))
(56165,one-off)
(17208,daily,0 month (s))
(45778,monthly,4 year (s))
(13804,one-off)
(8072,monthly,7 year (s))
(21261,monthly,4 year (s))
(50455,monthly,2 month (s))
(26844,monthly,1 year (s))
(26858,daily,21day (s))
(24556,monthly,3 year (s))
(32964,one-off)
(33487,one-off)
(7513,monthly,0 year (s))
(44722,monthly,6 year (s))
(17152,daily,1 month (s))
(7911,monthly,2 year (s))
(41506,monthly,1 year (s))
(55778,monthly,0 year (s))
(51904,daily,1 month (s))
(44163,daily,19day (s))
(24835,monthly,1 year (s))
(43913,monthly,5 month (s))
(4609,monthly,6 year (s))
(20613,daily,23day (s))
(7049,monthly,3 year (s))
(40533,one-off)
(32036,monthly,5 year (s))
(6252,monthly,7 year (s))
(52326,yearly,13 year (s))
(51416,daily,1 month (s))
(30564,daily,14day (s))
(17589,monthly,4 year (s))
(8183,daily,1 month (s))
(42106,one-off)
(9282,yearly,12 year (s))
(36008,daily,6day (s))
(8473,monthly,7 month (s))
(56067,yearly,3 year (s))
(31440,daily,12day (s))
(48526,monthly,2 year (s))
(5355,one-off)
(51102,yearly,33 year (s))
(5485,monthly,6 year (s))
(50249,daily,1 month (s))
(55520,yearly,14 year (s))
(52415,monthly,1 year (s))
(22388,yearly,7 year (s))
(29431,yearly,33 year (s))
(14344,yearly,30 year (s))
(26438,yearly,17 year (s))
(6449,daily,1 month (s))
(55476,one-off)
(26339,yearly,39 year (s))
(40034,one-off)
(45513,yearly,23 year (s))
(47132,yearly,5 year (s))
(30223,daily,1 month (s))
(16427,yearly,8 year (s))
(13584,monthly,3 year (s))
(37156,one-off)
(14010,yearly,18 year (s))
(43140,yearly,12 year (s))
(18955,yearly,21 year (s))
(15036,yearly,44 year (s))
(15531,yearly,18 year (s))
(30260,monthly,2 year (s))
(10548,daily,1 month (s))
(26777,yearly,1 year (s))
(13855,yearly,4 year (s))
(53738,daily,1 month (s))
(29017,daily,8day (s))
(30312,yearly,7 year (s))
(5957,yearly,14 year (s))
(10837,monthly,4 year (s))
(13977,yearly,7 year (s))
(6479,daily,1 month (s))
(5679,monthly,7 year (s))
(4041,daily,19day (s))
(5688,monthly,6 year (s))
(49492,one-off)
(12665,yearly,3 year (s))
(17955,daily,1 month (s))
(25466,yearly,42 year (s))
(11031,one-off)
(20759,daily,1 month (s))
(40779,yearly,16 year (s))
(7653,daily,1 month (s))
(17050,monthly,1 year (s))
(40454,monthly,4 year (s))
(46296,yearly,10 year (s))
(5459,monthly,7 year (s))
(49836,monthly,2 year (s))
(43981,daily,1 month (s))
(28861,monthly,4 year (s))
(31264,one-off)
(56189,monthly,1 year (s))
(39219,daily,1 month (s))
(17015,yearly,24 year (s))
(53188,monthly,6 year (s))
(27980,monthly,2 year (s))
(46327,one-off)
(54482,yearly,19 year (s))
(42574,yearly,26 year (s))
(41727,monthly,4 year (s))
(39708,daily,9day (s))
(18944,monthly,2 year (s))
(12292,monthly,3 year (s))
(37582,daily,8day (s))
(34688,one-off)
(13635,daily,1 month (s))
(51126,yearly,4 year (s))
(18968,one-off)
(13273,monthly,1 year (s))
(13120,monthly,7 year (s))
(22491,monthly,2 year (s))
(42044,yearly,4 year (s))
(21465,daily,7day (s))
(18970,monthly,1 year (s))
(48115,daily,24day (s))
(18476,yearly,23 year (s))
(29448,monthly,8 month (s))
(42348,monthly,8 month (s))
(9027,yearly,13 year (s))
(24526,daily,11day (s))
(7475,one-off)
(14045,yearly,22 year (s))
(22697,yearly,19 year (s))
(3267,yearly,25 year (s))
(6895,monthly,2 year (s))
(9824,one-off)
(40741,yearly,30 year (s))
(21110,daily,1 month (s))
(28964,daily,1 month (s))
(50169,yearly,10 year (s))
(13676,yearly,26 year (s))
(14648,daily,0 month (s))
(27891,one-off)
(19499,one-off)
(11168,yearly,17 year (s))
(29691,one-off)
(26249,yearly,27 year (s))
(57287,yearly,2 year (s))
(23770,yearly,28 year (s))
(56513,monthly,4 year (s))
(30254,one-off)
(51305,yearly,16 year (s))
(28557,yearly,6 year (s))
(20865,daily,1 month (s))
(14853,one-off)
(19011,yearly,22 year (s))
(24883,daily,1 month (s))
(42895,monthly,1 year (s))
(48091,monthly,3 year (s))
(6164,yearly,18 year (s))
(19966,yearly,11 year (s))
(9965,monthly,1 year (s))
(28840,yearly,5 year (s))
(43728,one-off)
(35913,yearly,21 year (s))
(51275,yearly,22 year (s))
(41123,monthly,1 year (s))
(47864,yearly,3 year (s))
(26148,one-off)
(32796,one-off)
(43906,daily,0 month (s))
(15361,yearly,3 year (s))
(48345,monthly,4 year (s))
(22800,yearly,16 year (s))
(20145,daily,1 month (s))
(28953,yearly,14 year (s))
(38438,yearly,38 year (s))
(40744,monthly,4 month (s))
(19311,yearly,3 year (s))
(4924,monthly,1 year (s))
(34510,daily,19day (s))
(8547,monthly,5 year (s))
(51152,yearly,14 year (s))
(55845,daily,21day (s))
(19472,daily,1 month (s))
(39145,yearly,2 year (s))
(47919,yearly,26 year (s))
(54509,monthly,0 year (s))
(20210,daily,20day (s))
(53564,yearly,29 year (s))
(46253,daily,1 month (s))
(25774,daily,15day (s))
(9203,yearly,7 year (s))
(3824,monthly,7 year (s))
(49947,yearly,6 year (s))
(46028,yearly,4 year (s))
(31648,monthly,3 year (s))
(11069,yearly,11 year (s))
(15592,yearly,13 year (s))
(50626,monthly,2 year (s))
(49120,daily,1 month (s))
(33607,monthly,2 year (s))
(37160,yearly,27 year (s))
(38432,monthly,7 month (s))
(40889,one-off)
(51439,monthly,1 year (s))
(23235,monthly,7 year (s))
(8091,daily,1 month (s))
(30987,monthly,3 year (s))
(22514,monthly,5 year (s))
(57811,daily,16day (s))
(9359,monthly,3 year (s))
(42968,daily,1 month (s))
(14581,daily,1 month (s))
(5068,daily,7day (s))
(31462,monthly,6 year (s))
(20092,yearly,21 year (s))
(24830,yearly,15 year (s))
(11568,yearly,5 year (s))
(42588,yearly,17 year (s))
(27212,monthly,1 year (s))
(3798,daily,8day (s))
(56034,daily,1 month (s))
(14665,monthly,6 year (s))
(36668,one-off)
(30722,monthly,7 month (s))
(40055,daily,18day (s))
(11410,daily,1 month (s))
(26367,yearly,18 year (s))
(17056,monthly,2 year (s))
(46026,one-off)
(33443,one-off)
(22985,yearly,27 year (s))
(54344,daily,0 month (s))
(38040,yearly,6 year (s))
(5960,monthly,5 year (s))
(8501,yearly,2 year (s))
(54256,yearly,4 year (s))
(10345,monthly,6 year (s))
(27207,monthly,3 month (s))
(43321,daily,1 month (s))
(17788,monthly,1 year (s))
(25545,monthly,0 year (s))
(38812,yearly,38 year (s))
(56361,yearly,9 year (s))
(27746,monthly,5 year (s))
(51459,daily,0 month (s))
(14022,monthly,6 year (s))
(57038,one-off)
(3160,monthly,5 year (s))
(22286,monthly,6 year (s))
(38354,one-off)
(40336,one-off)
(37689,monthly,5 year (s))
(32001,yearly,25 year (s))
(13823,monthly,3 month (s))
(58110,yearly,12 year (s))
(7987,one-off)
(34335,yearly,18 year (s))
(56343,monthly,7 year (s))
(54310,daily,24day (s))
(12344,daily,1 month (s))
(49449,daily,1 month (s))
(46526,monthly,3 year (s))
(4775,yearly,1 year (s))
(22320,monthly,6 year (s))
(6640,monthly,5 month (s))
(28982,one-off)
(51028,daily,0 month (s))
(37579,yearly,5 year (s))
(33127,yearly,25 year (s))
(54668,yearly,7 month (s))
(28989,monthly,7 month (s))
(39506,yearly,23 year (s))
(40049,monthly,0 year (s))
(44885,daily,1 month (s))
(53445,daily,18day (s))
(51410,yearly,2 year (s))
(22666,yearly,4 year (s))
(15293,daily,1 month (s))
(36296,monthly,3 year (s))
(13663,daily,19day (s))
(38525,daily,1 month (s))
(34234,yearly,7 year (s))
(42606,monthly,2 year (s))
(14359,daily,9day (s))
(30144,yearly,18 year (s))
(49126,one-off)
(39159,daily,1 month (s))
(52254,yearly,13 year (s))
(22238,monthly,6 year (s))
(9220,daily,23day (s))
(10162,yearly,28 year (s))
(55414,one-off)
(7649,daily,1 month (s))
(55023,monthly,3 year (s))
(33166,yearly,18 year (s))
(32952,yearly,20 year (s))
(52297,yearly,38 year (s))
(14309,monthly,2 year (s))
(56773,one-off)
(29330,yearly,33 year (s))
(31721,yearly,1 year (s))
(16611,yearly,29 year (s))
(15835,one-off)
(15232,daily,14day (s))
(30660,monthly,2 year (s))
(23034,daily,18day (s))
(33258,yearly,3 year (s))
(15504,monthly,3 year (s))
(9153,monthly,7 year (s))
(35575,daily,4day (s))
(48390,one-off)
(5221,daily,19day (s))
(32721,one-off)
(40268,monthly,2 year (s))
(12872,yearly,30 year (s))
(54943,daily,1 month (s))
(40854,one-off)
(12859,yearly,3 year (s))
(27088,one-off)
(5095,yearly,5 year (s))
(45030,yearly,25 year (s))
(43084,monthly,6 year (s))
(48614,yearly,31 year (s))
(22287,monthly,1 year (s))
(26222,yearly,3 year (s))
(5755,daily,1 month (s))
(39573,yearly,16 year (s))
(21836,monthly,6 year (s))
(7074,one-off)
(58066,yearly,21 year (s))
(44648,monthly,5 year (s))
(32138,yearly,9 year (s))
(15805,monthly,7 year (s))
(41676,one-off)
(41291,one-off)
(5751,yearly,31 year (s))
(22763,monthly,6 month (s))
(43701,daily,14day (s))
(17312,daily,1 month (s))
(37555,one-off)
(16855,daily,1 month (s))
(19409,monthly,5 year (s))
(17623,yearly,9 year (s))
(52674,monthly,5 year (s))
(36836,daily,1 month (s))
(51278,monthly,2 year (s))
(27754,daily,1 month (s))
(4518,yearly,10 year (s))
(19382,one-off)
(29929,monthly,1 year (s))
(35649,yearly,2 year (s))
(24080,yearly,6 year (s))
(16116,yearly,14 year (s))
(9386,daily,1 month (s))
(15243,monthly,7 month (s))
(14029,monthly,6 year (s))
(45642,one-off)
(43554,yearly,18 year (s))
(35411,yearly,23 year (s))
(11310,yearly,7 year (s))
(50812,daily,1 month (s))
(40559,daily,3day (s))
(55649,one-off)
(33736,yearly,21 year (s))
(18159,yearly,18 year (s))
(54536,monthly,2 year (s))
(25998,one-off)
(46046,monthly,6 year (s))
(24729,yearly,5 year (s))
(15404,monthly,1 year (s))
(36424,yearly,3 year (s))
(40690,daily,23day (s))
(8610,one-off)
(20241,daily,1 month (s))
(56240,yearly,38 year (s))
(56159,daily,1 month (s))
(32392,daily,1 month (s))
(5889,one-off)
(46099,yearly,17 year (s))
(14207,one-off)
(33286,yearly,6 year (s))
(17419,monthly,2 year (s))
(56430,yearly,5 year (s))
(51169,yearly,31 year (s))
(31999,monthly,5 year (s))
(8646,monthly,3 year (s))
(58340,daily,22day (s))
(15676,one-off)
(16250,daily,15day (s))
(54558,one-off)
(10822,yearly,20 year (s))
(30236,one-off)
(12727,one-off)
(38703,yearly,12 year (s))
(54756,yearly,8 year (s))
(50801,monthly,7 year (s))
(5291,one-off)
(6444,daily,23day (s))
(32869,monthly,1 year (s))
(5425,one-off)
(29443,daily,14day (s))
(37280,yearly,17 year (s))
(48172,one-off)
(16290,yearly,19 year (s))
(50128,one-off)
(31005,yearly,24 year (s))
(55312,daily,1 month (s))
(47682,monthly,2 year (s))
(18380,yearly,42 year (s))
(28864,monthly,2 year (s))
(20004,monthly,4 year (s))
(15015,daily,20day (s))
(37184,yearly,33 year (s))
(25189,monthly,3 year (s))
(42120,monthly,1 year (s))
(5784,monthly,5 year (s))
(21491,yearly,3 year (s))
(18555,one-off)
(9051,monthly,7 year (s))
(38829,monthly,3 year (s))
(24850,yearly,12 year (s))
(45797,yearly,1 year (s))
(36728,monthly,4 year (s))
(22489,monthly,6 year (s))
(17999,yearly,16 year (s))
(49091,one-off)
(54453,daily,8day (s))
(41588,monthly,2 year (s))
(58034,daily,1 month (s))
(46256,monthly,1 year (s))
(42362,monthly,3 year (s))
(20584,yearly,4 year (s))
(13330,monthly,2 year (s))
(31925,monthly,1 year (s))
(56253,yearly,12 year (s))
(43249,yearly,11 year (s))
(16631,one-off)
(27444,yearly,10 year (s))
(4249,monthly,1 year (s))
(6695,daily,1 month (s))
(28745,daily,1 month (s))
(56042,daily,16day (s))
(43656,daily,1 month (s))
(44332,yearly,3 year (s))
(6352,monthly,1 year (s))
(22102,daily,9day (s))
(17605,yearly,29 year (s))
(40346,monthly,1 year (s))
(49509,monthly,3 year (s))
(46542,daily,1 month (s))
(45471,monthly,6 year (s))
(58188,one-off)
(38485,yearly,12 year (s))
(45390,daily,10day (s))
(26237,monthly,5 year (s))
(53755,monthly,2 year (s))
(34355,yearly,3 year (s))
(38530,yearly,30 year (s))
(8601,daily,1 month (s))
(17629,yearly,29 year (s))
(52085,monthly,5 year (s))
(27676,yearly,14 year (s))
(46295,one-off)
(55280,yearly,3 year (s))
(14475,yearly,1 year (s))
(14715,yearly,36 year (s))
(28927,monthly,1 year (s))
(5390,daily,1 month (s))
(8386,yearly,6 year (s))
(29201,yearly,10 year (s))
(8092,monthly,4 year (s))
(55661,yearly,5 year (s))
(26373,monthly,6 year (s))
(43842,monthly,6 year (s))
(46536,daily,1 month (s))
(46860,monthly,3 year (s))
(28452,yearly,12 year (s))
(43004,yearly,7 year (s))
(27654,one-off)
(16318,yearly,7 year (s))
(25204,monthly,6 year (s))
(41486,monthly,8 month (s))
(20217,daily,1 month (s))
(7133,yearly,24 year (s))
(3467,one-off)
(41684,monthly,5 year (s))
(41731,yearly,5 month (s))
(24761,monthly,3 year (s))
(41298,one-off)
(41656,daily,5day (s))
(28284,monthly,4 year (s))
(21794,daily,8day (s))
(54484,yearly,42 year (s))
(33681,yearly,3 year (s))
(12561,one-off)
(15698,monthly,6 year (s))
(52530,yearly,33 year (s))
(27901,yearly,9 year (s))
(5752,daily,1 month (s))
(53387,monthly,3 year (s))
(49090,yearly,30 year (s))
(3332,one-off)
(17879,yearly,3 year (s))
(52599,yearly,8 year (s))
(14878,yearly,14 year (s))
(8480,monthly,0 year (s))
(16510,monthly,1 year (s))
(21385,monthly,6 year (s))
(9546,one-off)
(20019,monthly,1 year (s))
(36481,yearly,21 year (s))
(57019,monthly,2 year (s))
(45622,monthly,1 year (s))
(41152,monthly,7 year (s))
(17106,daily,7day (s))
(52376,monthly,6 year (s))
(19137,monthly,8 month (s))
(8633,one-off)
(50049,daily,1 month (s))
(46490,monthly,4 year (s))
(10622,monthly,6 year (s))
(31857,yearly,18 year (s))
(24168,daily,5day (s))
(54242,daily,13day (s))
(38283,monthly,4 year (s))
(18279,monthly,3 year (s))
(26736,daily,1 month (s))
(52775,yearly,37 year (s))
(29905,daily,22day (s))
(27858,one-off)
(4302,monthly,4 year (s))
(50077,monthly,5 year (s))
(27584,yearly,32 year (s))
(34791,one-off)
(55047,yearly,15 year (s))
(4568,yearly,17 year (s))
(42117,yearly,40 year (s))
(19639,monthly,7 year (s))
(7884,yearly,30 year (s))
(56580,monthly,3 year (s))
(8228,yearly,28 year (s))
(43974,yearly,9 year (s))
(6092,yearly,31 year (s))
